2,27302,1575129178,0
2,21198,1574776870,0
2,13178,1575129178,0
2,20139,1575129178,0
2,31169,1581095734,0
2,31110,1575129178,0
2,4578,1574776870,0
2,36780,1575129178,0
2,18823,1575129178,0
2,1569,1575129178,0
2,12170,1575129178,0
2,6296,1575129178,0
2,13833,1575129178,0
2,18039,1575129178,0
2,31544,1575129178,0
2,8587,1575129178,0
2,33271,1575129178,0
2,8479,1575129178,0
2,15865,1582298986,0
2,30267,1575129178,0
6,27391,1582202233,0
6,6440,1582202233,0
6,14594,1582202233,0
6,1233,1582202233,0
6,30911,1582202233,0
6,5681,1582202233,0
6,12693,1582202233,0
6,710,1582202233,0
6,33128,1582202233,0
6,31630,1582202233,0
6,17193,1582202233,0
6,18777,1582202233,0
6,12103,1582202233,0
6,8781,1582202234,0
6,28489,1582202234,0
8,8857,1582174125,1
8,31331,1582174125,0
8,5440,1582174125,-1
8,4227,1582174125,1
8,15753,1582174125,1
8,26544,1582174464,0
8,17150,1582175750,0
8,17858,1582175750,1
8,10485,1582175750,1
8,13968,1582175750,0
8,27150,1582175750,1
8,25951,1582175750,0
8,23784,1582175949,1
12,13188,1582140106,-1
12,6343,1582140106,-1
18,37304,1581951289,-1
18,27706,1581952465,-1
18,10192,1581952465,0
19,17185,1581947597,0
19,22285,1581947597,1
19,14421,1581947597,1
19,37453,1581947597,0
19,7788,1581947597,0
19,27770,1581947597,0
19,4138,1581947597,0
19,18835,1581947597,-1
19,13335,1581947597,1
19,28746,1581947597,0
19,23476,1581947597,-1
19,22094,1581947597,-1
19,31163,1581947597,0
19,9644,1581947597,-1
20,10476,1581941082,0
20,6225,1581941082,0
20,12363,1581941082,0
20,4799,1581941082,0
20,5902,1581941082,0
20,8006,1581941082,0
20,31043,1581941082,0
20,7182,1581941082,0
20,9642,1581941082,0
20,16739,1581941082,0
20,13606,1581941082,0
20,27688,1581941082,0
20,28411,1581941082,0
20,21353,1581941082,0
20,24376,1581941082,0
20,7323,1581941082,0
